,time_tdb,time_e,time_win,ap_flux,ap_flux_err,npix_detect,time_utc_sc,time_utc_geo,nframes,sector,camera,ccd,ap_flux_lo5,ap_flux_hi5,ap_flux_lo10,ap_flux_hi10,bkg_flux,bkg_ap_flux_std,bkg_ap_flux_m,bkg_ap_flux_p,prf_flux,prf_flux_err,bkg_prf_flux,bkg_prf_flux_std,bkg_prf_flux_m,bkg_prf_flux_p,v_mag,ra_ephem,dec_ephem,ra_model,dec_model
0,2460816.866809698,0.40975807180029733,1.4214204067106948,1.0385232275661282,0.19752169216502816,2.0,2460816.866008944,2460816.8660149295,521,92,1,2,0.35429327466463056,1.5944223121784982,0.35429327466463056,1.5071413603986743,0.03997225684753974,0.20706632348134013,-0.11257587111185727,0.21636422482164155,1.3290600373246413,0.25445206475867455,-0.12217955818733518,0.2731308447400081,-0.2873592375120447,0.0492125686852279,19.209172525638778,286.0448417222287,-18.704882294372126,286.0465810078604,-18.7012565992468
1,2460818.0729332445,0.3009518734829726,1.2038069779555371,1.3246932946263739,0.17767053027030155,4.0,2460818.072132491,2460818.0721403332,521,92,1,2,0.39259009837114395,1.6292500692156187,0.39259009837114395,1.5615652385316559,-0.003321101815708293,0.1733440691224778,-0.2319301723464543,0.27432008402511,1.7243781591860194,0.21343243652794142,-0.07216980876340676,0.2150327762356062,-0.19851471594833422,0.0542483842156581,19.171681896024484,285.80372892212984,-18.70170560178401,285.80465432858017,-18.6982205923714
2,2460819.279053278,0.30095087512972896,1.2038030058397453,1.5422713641287604,0.17695137885312112,4.0,2460819.278252525,2460819.2782624424,521,92,1,2,0.2998223405343654,2.089796004891276,0.2998223405343654,2.085567495962795,0.20130726181637934,0.17343423696093788,0.04943190227492271,0.32973726854140417,1.752653372207119,0.224232569121152,-0.06140364230087928,0.21498509962339138,-0.2149106812260748,0.07257955196205364,19.133662629968477,285.54676474000615,-18.69712581968306,285.54740930290535,-18.69397486644288
3,2460820.485169313,0.30094989670078576,1.2037991270321982,1.1609955976688866,0.1769512778679236,2.0,2460820.48436856,2460820.484380091,521,92,1,2,0.3205844975294376,1.528082530610734,0.3205844975294376,1.528082530610734,0.04864759254701372,0.1745301304872894,-0.07952267007391836,0.21346970939285914,1.7529579140863003,0.21732399806921518,0.08357020933209647,0.2156294675102221,-0.10436692502518266,0.20296842624586853,19.095502997121315,285.277881550843,-18.693693615500074,285.2786177692223,-18.691000806259932
4,2460821.6912815915,0.30094898211655163,1.2037954926831844,1.3343232974256747,0.18211784210725915,4.0,2460821.690480839,2460821.690493405,521,92,1,2,0.2700705715775883,1.7093650176961628,0.2700705715775883,1.7093650176961628,0.03948497581718169,0.18808389350827548,-0.09947310700281686,0.22104942492547666,1.9400442130113589,0.22845855927321135,0.014241812635721654,0.2199379038839233,-0.21348515676996002,0.27511585630126906,19.058012031960562,284.99892744064744,-18.692038999583897,284.9999785599578,-18.689855098942388
5,2460822.8973903228,0.41438205447775545,1.4283451676083132,2.129691501089807,0.17401476379610584,5.0,2460822.89658957,2460822.896602578,521,92,1,2,0.4513335005263424,2.925136093037298,0.4513335005263424,2.925136093037298,0.031060848768819302,0.18706053171929865,-0.06624098970547476,0.15050270645251645,2.4477374346951906,0.21065801489546787,-0.04002459830065194,0.22574008868714288,-0.2097784451027191,0.1128111190057791,19.019311829621415,284.7107829030002,-18.69236531054878,284.7122216028786,-18.690660950491488
6,2460824.326890985,0.30094701504413024,1.2014730891132785,2.7040535509042307,0.1881086406853014,7.0,2460824.326090233,2460824.32610299,520,92,1,2,0.5005079231562676,2.8591037220923745,0.5005079231562676,2.8591037220923745,0.10296762452283054,0.19204308871306747,-0.04186498995718843,0.26637781485702294,2.9832276573964416,0.22297587361109603,-0.03387777124056515,0.22799549016933862,-0.24288828927807876,0.22904052750205747,18.97359317660151,284.35818525211766,-18.69549307670839,284.3599619612718,-18.694194782401034
7,2460825.53067743,0.30094621408716193,1.2014698958150802,2.5894019967514064,0.20937027592887986,7.0,2460825.5298766783,2460825.5298885545,520,92,1,2,0.3888661718323821,4.616533826067573,0.3888661718323821,4.616533826067573,0.15924038142711233,0.19251247995478105,-0.1362641829479318,0.444013318216288,2.7084926937968747,0.2647756959362765,0.04013539410417754,0.23729767605574786,-0.3723430247032817,0.3554320547887425,18.93607637929514,284.0526255942773,-18.700638478292095,284.05438559401057,-18.699428569407985
8,2460826.7344607837,0.30094548147212663,1.2014669864056486,2.572132248857401,0.19453443362979525,5.0,2460826.7336600325,2460826.7336703953,520,92,1,2,0.5956467966771853,3.8409169852233784,0.5956467966771853,3.8368216376339808,-0.0240975376997637,0.20034499341645684,-0.173363507491102,0.13522650786303844,3.268335004376086,0.227012663094775,0.02978349252397078,0.24369522115647688,-0.1349679439493359,0.199325085988455,18.89762567510944,283.740074030516,-18.708339702632067,283.74134619547164,-18.70686111266328
9,2460827.938241534,0.30094495980870306,1.2014649609086518,2.467107766786998,0.2518781998975007,4.0,2460827.937440783,2460827.937449034,520,92,1,2,0.4032616524120452,3.4392359139758395,0.4032616524120452,3.4392359139758395,0.027876472586804486,0.22893476285935532,-0.41753582675856593,0.4943702980549518,2.214609016334288,0.30883793689834166,0.018451583090913735,0.2858009677514276,-0.27564631487463676,0.2928279253771862,18.857975882563984,283.42202655714016,-18.718823414899497,283.4221253857943,-18.71657345201991
