,time_utc,time_window,n_frames,ra,dec,ap_flux,ap_flux_err,prf_flux,prf_flux_err,ap_mag,ap_mag_err,prf_mag,prf_mag_err,ap_snr,prf_snr,ra_expected,dec_expected,vmag_expected,ra_offset,dec_offset
0,2460804.017658781,2.0835411333468983,901,288.1482932851761,-18.705930858969246,0.5792289818972071,0.1883929010899641,0.6521360862229059,0.1771461153726618,21.032874290528923,0.3566553918749299,20.904154418152327,0.2991374467038734,3.935811706248074,4.431209284134911,288.14501602408865,-18.70494143241218,19.596466976105862,-11.798139914913008,3.5619356054368723
1,2460806.103515216,2.0835333348472886,901,287.86289183500253,-18.689361732797632,0.3179988633784961,0.180103424284683,0.6154016135234611,0.1719462473157471,21.68393608077264,0.6169524049272438,20.96710342352244,0.3074529584277548,2.1607752515408136,4.181601664019344,287.8594210043574,-18.691420891783395,19.53486806492312,-12.494990322511512,-7.412972348744518
2,2460808.1893614167,2.083525024307164,901,287.5490609228484,-18.680431943138142,0.41745356590385,0.1717369274996404,0.5188622817198084,0.1647008203042224,21.38847956208713,0.4494526698183583,21.152369747122464,0.3482498921121271,2.8365615030481215,3.5256251088033737,287.54561458926474,-18.68206103145593,19.473426192750622,-12.406800901203496,-5.864717944037068
3,2460810.490494827,2.298814219412634,901,287.1773791420031,-18.67850284035575,0.3634726679628772,0.1788106778814546,0.7751108515409334,0.1801933281486956,21.53882060299716,0.5364639736077844,20.716590457379795,0.2573104204653109,2.4697658891028795,5.266812363467182,287.17432441340355,-18.678787597678188,19.404285542044462,-10.997022958281377,-1.0251263607713668
4,2460812.5763219623,2.083510782864778,901,286.82095977961006,-18.681145053957515,0.7161485055939333,0.1815874612256833,1.3182700759974328,0.1865532050983663,20.802492274983052,0.2798042092782065,20.13998901513725,0.1615773610964828,4.866168233669072,8.957533133292017,286.8182485196093,-18.682878936197948,19.34174218283037,-9.760536002704612,-6.241976065560095
5,2460816.866014991,1.421420406987636,521,286.046351817726,-18.701292857946157,0.563384141279147,0.395179476229029,1.3370673451215702,0.2536967010800688,21.062988455373716,0.7632170276951825,20.124616794339243,0.2119897222725328,3.8281473608212724,9.085258979505639,286.04484171059937,-18.70488229434347,19.209172523730548,-5.436385655934828,-12.921971030326063
6,2460818.0721403924,1.203806975106545,521,285.80437762194873,-18.69823827617229,1.412402176089857,0.35534979086374,1.724529356251051,0.213361283677607,20.06510405497589,0.2777014045395619,19.848323520856255,0.143332633628341,9.597152753608645,11.718030416692569,285.80372891016384,-18.701705601563233,19.171681894173545,-2.3353624256060357,-12.482371407395476
7,2460819.2782624993,1.2038030029648326,521,285.54715182872474,-18.693986020230415,1.5900316631360318,0.3539503424073406,1.773225577313461,0.224193177765665,19.936485568148026,0.2468089312439244,19.818090032471368,0.146094723824383,10.80413002225513,12.048917100365953,285.5467647279071,-18.69712581949141,19.133662628326004,-1.3935629435309238,-11.303277339585804
8,2460820.4843801446,1.2037991244469597,521,285.27842219709015,-18.691015222311155,1.297084712473554,0.3539854076819105,1.7546783432699504,0.2173238733432545,20.15757914815062,0.3004956017836093,19.82950621016924,0.1434674761083464,8.813580388584226,11.922890221275972,285.2778815388875,-18.693693615386913,19.095502995428088,-1.9463695294462013,-9.642215072729243
9,2460821.6904934556,1.203795490302582,521,284.9998642698821,-18.689876994678283,1.605221315133039,0.36419558563367,1.9391732992605604,0.2284580788389618,19.926162705165087,0.2513570397740042,19.720958443330257,0.1373379058242268,10.907342416683047,13.17651776793839,284.9989274288254,-18.692038999554693,19.058012030354973,-3.3726278040148827,-7.783217555078181
10,2460822.896602626,1.4283451649603194,521,284.7121863691829,-18.6906876379332,2.1023225010659043,0.3479510100635369,2.456029387615395,0.2106369053306339,19.633251653583446,0.1865243880140315,19.46441610237477,0.105691182144222,14.285102728979682,16.688510963323,284.7107828914858,-18.692365310601097,19.01931182810001,-5.05251970964764,-6.039621604436718
11,2460824.3261030344,1.201473087019167,520,284.359991080913,-18.694215414920823,3.0634287449063944,0.3761998051725578,2.9843571564693057,0.2229762708294962,19.2244805421687,0.1423990179369221,19.25287300845932,0.095292090768183,20.81573797631408,20.278453252778693,284.3581852409116,-18.695493076855954,18.97359317517014,-6.501024005024192,-4.59958296647045
12,2460825.5298885973,1.2014698938901347,520,284.05442508314104,-18.699430533842143,2.823380119354941,0.4186411078358291,2.7078523440044906,0.2647752957792727,19.31307661916956,0.1685750100681235,19.358437552268196,0.1173489261604835,19.184627966211306,18.399626550826685,284.0526255831532,-18.70063847852181,18.936076377956343,-6.478199956222852,-4.348600846800821
13,2460826.733670435,1.2014669848576889,520,283.7413410813511,-18.70683333174044,2.6819545070028665,0.3888852117469177,3.2681399415544825,0.227012663094775,19.36887148299441,0.1651816766456513,19.15424838819508,0.0904866946892143,18.223652949326915,22.20673316016795,283.74007401977343,-18.708339702940663,18.89762567381013,-4.561421679591149,-5.422936320798044
14,2460827.9374490725,1.2014649604793703,520,283.422008201849,-18.71651277316937,3.1600284574507516,0.5038994291600961,2.2156495009783073,0.3088392873126769,19.190772515876315,0.1802072924853806,19.576247351544954,0.159386367689219,21.47212481353168,15.055150062295551,283.4220265464939,-18.718823415291467,18.85797588130091,0.06604072164009267,-8.318311639550302
